Randomizer Version: 4.5.1-HAL
Random Seed: 85825638270474
Settings String: 320WRECAgKXAJoAnQCRAAKjJGkECQEACQACCQASEgAAAAAADAiI5AHkRAAICTIGBQLKAHEAFlBva2Vtb24gU291bFNpbHZlciAoVSnkkKFMusobtQ==

--Randomized Evolutions--
BULBASAUR       -> HITMONCHAN     
SEEDOT Lv1               HP 63  ATK 46  DEF 36  SPATK 62  SPDEF 72  SPEED 16 

Set #576 - Cinnabar Island Night Fishing Replacement (rate=1)
CROBAT Lv1               HP 77  ATK 61  DEF 84  SPATK 51  SPDEF 103 SPEED 89 

Set #577 - Cinnabar Island Fishing Swarm (rate=1)
SUICUNE Lv1              HP 73  ATK 97  DEF 167 SPATK 50  SPDEF 77  SPEED 35 

Set #578 - Route 48 Grass/Cave (rate=25)
GULPIN Lv36              HP 42  ATK 15  DEF 63  SPATK 63  SPDEF 42  SPEED 73 
UMBREON Lv30             HP 20  ATK 129 DEF 134 SPATK 117 SPDEF 123 SPEED 135
MANTINE Lv30             HP 59  ATK 173 DEF 31  SPATK 48  SPDEF 52  SPEED 166
AIPOM Lv32               HP 23  ATK 54  DEF 86  SPATK 60  SPDEF 33  SPEED 70 
SNORUNT Lv33             HP 103 ATK 80  DEF 34  SPATK 11  SPDEF 32  SPEED 10 
MAGNEZONE Lv36           HP 89  ATK 77  DEF 56  SPATK 93  SPDEF 75  SPEED 63 
TOGEKISS Lv32            HP 63  ATK 155 DEF 77  SPATK 49  SPDEF 39  SPEED 47 
HOPPIP Lv30              HP 39  ATK 51  DEF 45  SPATK 32  SPDEF 19  SPEED 36 
KABUTOPS Lv30            HP 105 ATK 223 DEF 120 SPATK 56  SPDEF 106 SPEED 16 
TOTODILE Lv33            HP 67  ATK 61  DEF 82  SPATK 20  SPDEF 49  SPEED 63 
ARTICUNO Lv33            HP 20  ATK 117 DEF 98  SPATK 16  SPDEF 130 SPEED 90 
BIDOOF Lv36              HP 39  ATK 40  DEF 23  SPATK 42  SPDEF 60  SPEED 40 

Set #579 - Route 48 Hoenn/Sinnoh Radio (rate=1)
HEATRAN Lv1              HP 109 ATK 110 DEF 74  SPATK 107 SPDEF 33  SPEED 25 
DARKRAI Lv1              HP 20  ATK 147 DEF 83  SPATK 29  SPDEF 20  SPEED 255
QWILFISH Lv1             HP 69  ATK 79  DEF 160 SPATK 40  SPDEF 81  SPEED 27 
BELLOSSOM Lv1            HP 118 ATK 178 DEF 21  SPATK 34  SPDEF 79  SPEED 107

Set #580 - Route 48 Swarms (rate=1)
ROSELIA Lv1              HP 54  ATK 30  DEF 65  SPATK 28  SPDEF 62  SPEED 49 

Set #581 - Route 26 Grass/Cave (rate=25)
SUDOWOODO Lv42           HP 141 ATK 114 DEF 43  SPATK 145 SPDEF 83  SPEED 25 
GOLBAT Lv42              HP 137 ATK 83  DEF 52  SPATK 81  SPDEF 91  SPEED 122
CRAWDAUNT Lv42           HP 178 ATK 21  DEF 118 SPATK 24  SPDEF 201 SPEED 63 
HERACROSS Lv42           HP 30  ATK 32  DEF 104 SPATK 109 SPDEF 38  SPEED 132
REGIGIGAS Lv48           HP 100 ATK 43  DEF 125 SPATK 129 SPDEF 73  SPEED 20 
CHERUBI Lv48             HP 48  ATK 28  DEF 41  SPATK 53  SPDEF 42  SPEED 56 
STARAVIA Lv45            HP 20  ATK 43  DEF 49  SPATK 50  SPDEF 57  SPEED 60 
GYARADOS Lv45            HP 35  ATK 40  DEF 123 SPATK 122 SPDEF 11  SPEED 116
CASTFORM Lv45            HP 99  ATK 44  DEF 24  SPATK 113 SPDEF 153 SPEED 71 
ZUBAT Lv45               HP 20  ATK 41  DEF 50  SPATK 111 SPDEF 43  SPEED 104
MEW Lv45                 HP 21  ATK 142 DEF 91  SPATK 61  SPDEF 153 SPEED 118
DODRIO Lv45              HP 99  ATK 47  DEF 14  SPATK 144 SPDEF 112 SPEED 142

Set #582 - Route 26 Hoenn/Sinnoh Radio (rate=1)
CHIMECHO Lv1             HP 132 ATK 26  DEF 34  SPATK 18  SPDEF 247 SPEED 61 
WARTORTLE Lv1            HP 91  ATK 52  DEF 77  SPATK 78  SPDEF 91  SPEED 10 
HARIYAMA Lv1             HP 54  ATK 165 DEF 38  SPATK 62  SPDEF 23  SPEED 135
VICTREEBEL Lv1           HP 146 ATK 51  DEF 55  SPATK 85  SPDEF 128 SPEED 50 

Set #583 - Route 26 Surfing (rate=10)
LUMINEON Lv45            HP 88  ATK 99  DEF 61  SPATK 87  SPDEF 67  SPEED 74 
GROTLE Lv38              HP 44  ATK 63  DEF 23  SPATK 63  SPDEF 52  SPEED 10 
SHELLOS Lv45             HP 38  ATK 77  DEF 55  SPATK 33  SPDEF 18  SPEED 18 
BUDEW Lv45               HP 65  ATK 73  DEF 70  SPATK 86  SPDEF 98  SPEED 59 
MARSHTOMP Lv45           HP 113 ATK 16  DEF 112 SPATK 82  SPDEF 32  SPEED 25 

Set #584 - Route 26 Old Rod (rate=25)
KRICKETOT Lv15           HP 56  ATK 75  DEF 37  SPATK 21  SPDEF 116 SPEED 19 
CHERUBI Lv15             HP 48  ATK 28  DEF 41  SPATK 53  SPDEF 42  SPEED 56 
CORPHISH Lv15            HP 40  ATK 116 DEF 17  SPATK 70  SPDEF 82  SPEED 50 
WALREIN Lv15             HP 158 ATK 31  DEF 125 SPATK 51  SPDEF 17  SPEED 96 
CHARMANDER Lv15          HP 55  ATK 80  DEF 42  SPATK 18  SPDEF 137 SPEED 75 

Set #585 - Route 26 Good Rod (rate=50)
PONYTA Lv30              HP 66  ATK 112 DEF 35  SPATK 46  SPDEF 66  SPEED 90 
CARVANHA Lv30            HP 52  ATK 13  DEF 152 SPATK 39  SPDEF 14  SPEED 162
LUGIA Lv30               HP 129 ATK 10  DEF 131 SPATK 133 SPDEF 33  SPEED 54 
PRIMEAPE Lv30            HP 183 ATK 58  DEF 17  SPATK 103 SPDEF 100 SPEED 83 
CHIMCHAR Lv30            HP 92  ATK 66  DEF 20  SPATK 84  SPDEF 39  SPEED 102

Set #586 - Route 26 Super Rod (rate=75)
CARVANHA Lv60            HP 52  ATK 13  DEF 152 SPATK 39  SPDEF 14  SPEED 162
SHELGON Lv60             HP 31  ATK 37  DEF 41  SPATK 64  SPDEF 59  SPEED 45 
METAPOD Lv60             HP 85  ATK 20  DEF 50  SPATK 72  SPDEF 112 SPEED 101
MIGHTYENA Lv60           HP 140 ATK 109 DEF 68  SPATK 41  SPDEF 46  SPEED 48 
DONPHAN Lv60             HP 135 ATK 58  DEF 81  SPATK 64  SPDEF 79  SPEED 70 

Set #587 - Route 26 Swarms (rate=1)
SLOWBRO Lv1              HP 84  ATK 17  DEF 14  SPATK 173 SPDEF 144 SPEED 119
SEALEO Lv1               HP 26  ATK 33  DEF 84  SPATK 62  SPDEF 86  SPEED 10 

Set #588 - Route 26 Night Fishing Replacement (rate=1)
REGIROCK Lv1             HP 97  ATK 31  DEF 208 SPATK 80  SPDEF 34  SPEED 106

Set #589 - Route 26 Fishing Swarm (rate=1)
CHINCHOU Lv1             HP 32  ATK 108 DEF 35  SPATK 104 SPDEF 87  SPEED 41 

Set #590 - Route 27 Grass/Cave (rate=25)
CLAMPERL Lv42            HP 72  ATK 16  DEF 93  SPATK 128 SPDEF 34  SPEED 93 
SHAYMIN Lv42             HP 52  ATK 105 DEF 76  SPATK 68  SPDEF 122 SPEED 103
CHATOT Lv42              HP 66  ATK 110 DEF 93  SPATK 84  SPDEF 95  SPEED 93 
TAILLOW Lv42             HP 42  ATK 87  DEF 65  SPATK 67  SPDEF 99  SPEED 65 
BARBOACH Lv45            HP 191 ATK 65  DEF 93  SPATK 20  SPDEF 51  SPEED 16 
PARAS Lv45               HP 48  ATK 87  DEF 83  SPATK 18  SPDEF 82  SPEED 41 
GOLEM Lv45               HP 176 ATK 93  DEF 83  SPATK 235 SPDEF 29  SPEED 56 
HITMONLEE Lv45           HP 157 ATK 30  DEF 61  SPATK 129 SPDEF 27  SPEED 63 
MANTYKE Lv48             HP 82  ATK 13  DEF 50  SPATK 109 SPDEF 37  SPEED 38 
OCTILLERY Lv45           HP 119 ATK 82  DEF 61  SPATK 60  SPDEF 51  SPEED 95 
SHIFTRY Lv48             HP 129 ATK 63  DEF 13  SPATK 152 SPDEF 27  SPEED 147
BULBASAUR Lv45           HP 86  ATK 64  DEF 89  SPATK 39  SPDEF 28  SPEED 27 

Set #591 - Route 27 Hoenn/Sinnoh Radio (rate=1)
ZAPDOS Lv1               HP 110 ATK 118 DEF 109 SPATK 98  SPDEF 83  SPEED 20 
BEAUTIFLY Lv1            HP 21  ATK 122 DEF 52  SPATK 131 SPDEF 118 SPEED 119
PORYGON2 Lv1             HP 61  ATK 63  DEF 42  SPATK 94  SPDEF 90  SPEED 18 
CHARMELEON Lv1           HP 77  ATK 10  DEF 84  SPATK 77  SPDEF 53  SPEED 40 

Set #592 - Route 27 Surfing (rate=10)
MESPRIT Lv30             HP 75  ATK 71  DEF 117 SPATK 91  SPDEF 27  SPEED 70 
WOBBUFFET Lv23           HP 44  ATK 85  DEF 112 SPATK 41  SPDEF 142 SPEED 55 
ZAPDOS Lv30              HP 110 ATK 118 DEF 109 SPATK 98  SPDEF 83  SPEED 20 
COMBUSKEN Lv30           HP 42  ATK 44  DEF 21  SPATK 43  SPDEF 42  SPEED 42 
MEW Lv30                 HP 21  ATK 142 DEF 91  SPATK 61  SPDEF 153 SPEED 118

Set #593 - Route 27 Old Rod (rate=25)
VESPIQUEN Lv15           HP 151 ATK 60  DEF 40  SPATK 59  SPDEF 148 SPEED 15 
LUXIO Lv15               HP 92  ATK 40  DEF 17  SPATK 76  SPDEF 14  SPEED 52 
FLAAFFY Lv15             HP 59  ATK 58  DEF 51  SPATK 57  SPDEF 86  SPEED 66 
POLITOED Lv15            HP 69  ATK 87  DEF 88  SPATK 78  SPDEF 57  SPEED 66 
KANGASKHAN Lv15          HP 20  ATK 102 DEF 75  SPATK 90  SPDEF 67  SPEED 111

Set #594 - Route 27 Good Rod (rate=50)
SMEARGLE Lv30            HP 20  ATK 86  DEF 100 SPATK 102 SPDEF 106 SPEED 76 
RATICATE Lv30            HP 153 ATK 143 DEF 52  SPATK 40  SPDEF 108 SPEED 79 
REGISTEEL Lv30           HP 33  ATK 112 DEF 89  SPATK 65  SPDEF 121 SPEED 50 
MILOTIC Lv30             HP 103 ATK 28  DEF 115 SPATK 83  SPDEF 12  SPEED 113
CHIKORITA Lv30           HP 37  ATK 92  DEF 93  SPATK 46  SPDEF 15  SPEED 67 

Set #595 - Route 27 Super Rod (rate=75)
SWALOT Lv60              HP 46  ATK 83  DEF 16  SPATK 62  SPDEF 148 SPEED 131
BAGON Lv60               HP 57  ATK 52  DEF 22  SPATK 37  SPDEF 71  SPEED 69 
NIDORINA Lv60            HP 97  ATK 28  DEF 92  SPATK 61  SPDEF 97  SPEED 24 
GOLEM Lv60               HP 176 ATK 93  DEF 83  SPATK 235 SPDEF 29  SPEED 56 
DEOXYS Lv60              HP 42  ATK 179 DEF 113 SPATK 75  SPDEF 77  SPEED 42 

Set #596 - Route 27 Swarms (rate=1)
MACHOP Lv1               HP 55  ATK 62  DEF 78  SPATK 30  SPDEF 99  SPEED 52 
GLISCOR Lv1              HP 160 ATK 111 DEF 117 SPATK 21  SPDEF 107 SPEED 76 

Set #597 - Route 27 Night Fishing Replacement (rate=1)
PICHU Lv1                HP 61  ATK 75  DEF 17  SPATK 80  SPDEF 58  SPEED 57 

Set #598 - Route 27 Fishing Swarm (rate=1)
REGISTEEL Lv1            HP 33  ATK 112 DEF 89  SPATK 65  SPDEF 121 SPEED 50 

Set #599 - Route 28 Grass/Cave (rate=25)
PIKACHU Lv59             HP 42  ATK 45  DEF 36  SPATK 17  SPDEF 41  SPEED 39 
CLOYSTER Lv60            HP 92  ATK 123 DEF 92  SPATK 64  SPDEF 67  SPEED 49 
FARFETCH’D Lv59          HP 70  ATK 81  DEF 68  SPATK 82  SPDEF 76  SPEED 125
CHIMECHO Lv60            HP 132 ATK 26  DEF 34  SPATK 18  SPDEF 247 SPEED 61 
ELECTRIKE Lv60           HP 59  ATK 17  DEF 76  SPATK 59  SPDEF 30  SPEED 114
GEODUDE Lv60             HP 37  ATK 54  DEF 52  SPATK 14  SPDEF 15  SPEED 43 
GOLEM Lv63               HP 176 ATK 93  DEF 83  SPATK 235 SPDEF 29  SPEED 56 
TAILLOW Lv63             HP 42  ATK 87  DEF 65  SPATK 67  SPDEF 99  SPEED 65 
GRUMPIG Lv62             HP 62  ATK 118 DEF 66  SPATK 113 SPDEF 73  SPEED 62 
PERSIAN Lv65             HP 35  ATK 175 DEF 20  SPATK 132 SPDEF 255 SPEED 23 
TANGROWTH Lv62           HP 55  ATK 104 DEF 131 SPATK 139 SPDEF 143 SPEED 16 
GOLEM Lv65               HP 176 ATK 93  DEF 83  SPATK 235 SPDEF 29  SPEED 56 

Set #600 - Route 28 Hoenn/Sinnoh Radio (rate=1)
OMANYTE Lv1              HP 83  ATK 118 DEF 14  SPATK 60  SPDEF 12  SPEED 134
VENUSAUR Lv1             HP 20  ATK 39  DEF 84  SPATK 108 SPDEF 147 SPEED 87 
SHIFTRY Lv1              HP 129 ATK 63  DEF 13  SPATK 152 SPDEF 27  SPEED 147
VENUSAUR Lv1             HP 20  ATK 39  DEF 84  SPATK 108 SPDEF 147 SPEED 87 

Set #601 - Route 28 Surfing (rate=10)
WARTORTLE Lv60           HP 91  ATK 52  DEF 77  SPATK 78  SPDEF 91  SPEED 10 
LOMBRE Lv53              HP 123 ATK 34  DEF 58  SPATK 58  SPDEF 113 SPEED 100
PELIPPER Lv60            HP 255 ATK 219 DEF 20  SPATK 24  SPDEF 94  SPEED 45 
TOXICROAK Lv60           HP 44  ATK 109 DEF 20  SPATK 41  SPDEF 108 SPEED 174
SHUPPET Lv60             HP 36  ATK 109 DEF 25  SPATK 69  SPDEF 71  SPEED 112

Set #602 - Route 28 Old Rod (rate=25)
BUIZEL Lv15              HP 76  ATK 63  DEF 33  SPATK 21  SPDEF 13  SPEED 15 
MAGNETON Lv15            HP 75  ATK 115 DEF 35  SPATK 90  SPDEF 28  SPEED 20 
CHARMANDER Lv15          HP 55  ATK 80  DEF 42  SPATK 18  SPDEF 137 SPEED 75 
RAICHU Lv15              HP 42  ATK 67  DEF 69  SPATK 99  SPDEF 107 SPEED 105
SNEASEL Lv15             HP 20  ATK 21  DEF 63  SPATK 34  SPDEF 52  SPEED 36 

Set #603 - Route 28 Good Rod (rate=50)
AMBIPOM Lv30             HP 96  ATK 138 DEF 39  SPATK 128 SPDEF 21  SPEED 64 
PIKACHU Lv30             HP 42  ATK 45  DEF 36  SPATK 17  SPDEF 41  SPEED 39 
SPINARAK Lv30            HP 64  ATK 60  DEF 27  SPATK 45  SPDEF 28  SPEED 49 
CORPHISH Lv30            HP 40  ATK 116 DEF 17  SPATK 70  SPDEF 82  SPEED 50 
PARASECT Lv30            HP 125 ATK 151 DEF 83  SPATK 55  SPDEF 137 SPEED 101

Set #604 - Route 28 Super Rod (rate=75)
FROSLASS Lv60            HP 91  ATK 94  DEF 65  SPATK 95  SPDEF 111 SPEED 45 
GIRATINA Lv60            HP 105 ATK 38  DEF 33  SPATK 133 SPDEF 134 SPEED 15 
MAROWAK Lv60             HP 110 ATK 128 DEF 13  SPATK 145 SPDEF 32  SPEED 49 
JIRACHI Lv60             HP 113 ATK 89  DEF 101 SPATK 39  SPDEF 148 SPEED 44 
PORYGON Lv60             HP 33  ATK 57  DEF 45  SPATK 75  SPDEF 34  SPEED 44 

Set #605 - Route 28 Swarms (rate=1)
VESPIQUEN Lv1            HP 151 ATK 60  DEF 40  SPATK 59  SPDEF 148 SPEED 15 
SEADRA Lv1               HP 81  ATK 112 DEF 87  SPATK 52  SPDEF 37  SPEED 46 

Set #606 - Route 28 Night Fishing Replacement (rate=1)
GLALIE Lv1               HP 82  ATK 95  DEF 109 SPATK 13  SPDEF 78  SPEED 63 

Set #607 - Route 28 Fishing Swarm (rate=1)
ARMALDO Lv1              HP 144 ATK 76  DEF 72  SPATK 41  SPDEF 87  SPEED 47 

Set #608 - Mt. Moon Grass/Cave (rate=15)
BUIZEL Lv9               HP 76  ATK 63  DEF 33  SPATK 21  SPDEF 13  SPEED 15 
SEAKING Lv12             HP 21  ATK 52  DEF 255 SPATK 133 SPDEF 78  SPEED 94 
GIRATINA Lv9             HP 105 ATK 38  DEF 33  SPATK 133 SPDEF 134 SPEED 15 
SMEARGLE Lv12            HP 20  ATK 86  DEF 100 SPATK 102 SPDEF 106 SPEED 76 
HORSEA Lv12              HP 27  ATK 51  DEF 31  SPATK 14  SPDEF 83  SPEED 106
HONCHKROW Lv12           HP 26  ATK 115 DEF 118 SPATK 88  SPDEF 66  SPEED 120
KAKUNA Lv18              HP 43  ATK 66  DEF 80  SPATK 10  SPDEF 88  SPEED 73 
HIPPOPOTAS Lv18          HP 45  ATK 32  DEF 15  SPATK 47  SPDEF 28  SPEED 46 
GOLDUCK Lv15             HP 68  ATK 149 DEF 23  SPATK 143 SPDEF 13  SPEED 146
TENTACOOL Lv12           HP 30  ATK 10  DEF 56  SPATK 72  SPDEF 10  SPEED 49 
MINUN Lv15               HP 95  ATK 21  DEF 91  SPATK 100 SPDEF 93  SPEED 92 
GOLDEEN Lv12             HP 20  ATK 139 DEF 11  SPATK 90  SPDEF 55  SPEED 58 

Set #609 - Mt. Moon Hoenn/Sinnoh Radio (rate=1)
MUDKIP Lv1               HP 47  ATK 50  DEF 80  SPATK 75  SPDEF 75  SPEED 72 
ROSELIA Lv1              HP 54  ATK 30  DEF 65  SPATK 28  SPDEF 62  SPEED 49 
SUNFLORA Lv1             HP 102 ATK 91  DEF 23  SPATK 45  SPDEF 122 SPEED 126
SLOWBRO Lv1              HP 84  ATK 17  DEF 14  SPATK 173 SPDEF 144 SPEED 119

Set #610 - Mt. Moon Swarms (rate=1)
MAGBY Lv1                HP 70  ATK 53  DEF 57  SPATK 66  SPDEF 66  SPEED 47 

Set #611 - Mt. Moon Grass/Cave (rate=15)
MANTYKE Lv9              HP 82  ATK 13  DEF 50  SPATK 109 SPDEF 37  SPEED 38 
CLAMPERL Lv12            HP 72  ATK 16  DEF 93  SPATK 128 SPDEF 34  SPEED 93 
MURKROW Lv9              HP 40  ATK 84  DEF 61  SPATK 50  SPDEF 99  SPEED 102
MACHOKE Lv12             HP 79  ATK 54  DEF 52  SPATK 78  SPDEF 105 SPEED 26 
MAREEP Lv12              HP 31  ATK 19  DEF 52  SPATK 42  SPDEF 51  SPEED 10 
SMEARGLE Lv12            HP 20  ATK 86  DEF 100 SPATK 102 SPDEF 106 SPEED 76 
SPHEAL Lv18              HP 38  ATK 45  DEF 62  SPATK 116 SPDEF 79  SPEED 108
HOPPIP Lv18              HP 39  ATK 51  DEF 45  SPATK 32  SPDEF 19  SPEED 36 
BAGON Lv15               HP 57  ATK 52  DEF 22  SPATK 37  SPDEF 71  SPEED 69 
CHIMCHAR Lv12            HP 92  ATK 66  DEF 20  SPATK 84  SPDEF 39  SPEED 102
TOXICROAK Lv15           HP 44  ATK 109 DEF 20  SPATK 41  SPDEF 108 SPEED 174
TOGEPI Lv12              HP 29  ATK 26  DEF 53  SPATK 35  SPDEF 29  SPEED 52 

Set #612 - Mt. Moon Hoenn/Sinnoh Radio (rate=1)
GULPIN Lv1               HP 42  ATK 15  DEF 63  SPATK 63  SPDEF 42  SPEED 73 
SLOWBRO Lv1              HP 84  ATK 17  DEF 14  SPATK 173 SPDEF 144 SPEED 119
SNUBBULL Lv1             HP 133 ATK 61  DEF 36  SPATK 48  SPDEF 117 SPEED 24 
RAYQUAZA Lv1             HP 119 ATK 90  DEF 88  SPATK 45  SPDEF 63  SPEED 113

Set #613 - Mt. Moon Swarms (rate=1)
UXIE Lv1                 HP 91  ATK 104 DEF 104 SPATK 85  SPDEF 105 SPEED 56 

Set #614 - Rock Tunnel Grass/Cave (rate=15)
MANAPHY Lv15             HP 75  ATK 128 DEF 139 SPATK 15  SPDEF 77  SPEED 92 
LUGIA Lv15               HP 129 ATK 10  DEF 131 SPATK 133 SPDEF 33  SPEED 54 
LEAFEON Lv15             HP 109 ATK 125 DEF 55  SPATK 26  SPDEF 19  SPEED 129
RAMPARDOS Lv15           HP 143 ATK 136 DEF 129 SPATK 49  SPDEF 64  SPEED 27 
BELDUM Lv18              HP 34  ATK 102 DEF 61  SPATK 21  SPDEF 13  SPEED 10 
PIDGEOTTO Lv18           HP 44  ATK 26  DEF 68  SPATK 58  SPDEF 91  SPEED 82 
KRICKETOT Lv12           HP 56  ATK 75  DEF 37  SPATK 21  SPDEF 116 SPEED 19 
DUSCLOPS Lv12            HP 51  ATK 45  DEF 50  SPATK 50  SPDEF 54  SPEED 40 
HONCHKROW Lv21           HP 26  ATK 115 DEF 118 SPATK 88  SPDEF 66  SPEED 120
DONPHAN Lv20             HP 135 ATK 58  DEF 81  SPATK 64  SPDEF 79  SPEED 70 
MARSHTOMP Lv21           HP 113 ATK 16  DEF 112 SPATK 82  SPDEF 32  SPEED 25 
SHIFTRY Lv20             HP 129 ATK 63  DEF 13  SPATK 152 SPDEF 27  SPEED 147

Set #615 - Rock Tunnel Hoenn/Sinnoh Radio (rate=1)
NIDOKING Lv1             HP 55  ATK 126 DEF 150 SPATK 52  SPDEF 108 SPEED 69 
RIOLU Lv1                HP 156 ATK 72  DEF 17  SPATK 51  SPDEF 30  SPEED 22 
XATU Lv1                 HP 21  ATK 82  DEF 137 SPATK 28  SPDEF 146 SPEED 21 
ABSOL Lv1                HP 141 ATK 42  DEF 127 SPATK 88  SPDEF 123 SPEED 64 

Set #616 - Rock Tunnel Swarms (rate=1)
REGIGIGAS Lv1            HP 100 ATK 43  DEF 125 SPATK 129 SPDEF 73  SPEED 20 

Set #617 - Rock Tunnel Grass/Cave (rate=15)
SEALEO Lv18              HP 26  ATK 33  DEF 84  SPATK 62  SPDEF 86  SPEED 10 
TANGROWTH Lv18           HP 55  ATK 104 DEF 131 SPATK 139 SPDEF 143 SPEED 16 
MILTANK Lv18             HP 135 ATK 88  DEF 155 SPATK 45  SPDEF 143 SPEED 122
CHIMCHAR Lv18            HP 92  ATK 66  DEF 20  SPATK 84  SPDEF 39  SPEED 102
SWINUB Lv24              HP 82  ATK 105 DEF 98  SPATK 27  SPDEF 16  SPEED 44 
WINGULL Lv24             HP 44  ATK 100 DEF 39  SPATK 52  SPDEF 105 SPEED 59 
CRADILY Lv15             HP 82  ATK 94  DEF 93  SPATK 96  SPDEF 88  SPEED 52 
BALTOY Lv15              HP 54  ATK 32  DEF 39  SPATK 40  SPDEF 10  SPEED 64 
RHYPERIOR Lv21           HP 195 ATK 75  DEF 25  SPATK 151 SPDEF 41  SPEED 33 
ALTARIA Lv21             HP 119 ATK 28  DEF 157 SPATK 90  SPDEF 59  SPEED 53 
POLIWAG Lv21             HP 33  ATK 80  DEF 84  SPATK 125 SPDEF 91  SPEED 31 
BAGON Lv21               HP 57  ATK 52  DEF 22  SPATK 37  SPDEF 71  SPEED 69 

Set #618 - Rock Tunnel Hoenn/Sinnoh Radio (rate=1)
KANGASKHAN Lv1           HP 20  ATK 102 DEF 75  SPATK 90  SPDEF 67  SPEED 111
WIGGLYTUFF Lv1           HP 61  ATK 160 DEF 159 SPATK 89  SPDEF 37  SPEED 21 
MAGMAR Lv1               HP 20  ATK 75  DEF 85  SPATK 52  SPDEF 71  SPEED 37 
HO-OH Lv1                HP 20  ATK 137 DEF 62  SPATK 78  SPDEF 72  SPEED 89 

Set #619 - Rock Tunnel Rock Smash (rate=20)
ARCEUS Lvs 18-24         HP 104 ATK 133 DEF 22  SPATK 54  SPDEF 57  SPEED 96 
SNORUNT Lvs 26-32        HP 103 ATK 80  DEF 34  SPATK 11  SPDEF 32  SPEED 10 

Set #620 - Rock Tunnel Swarms (rate=1)
SENTRET Lv1              HP 33  ATK 30  DEF 13  SPATK 10  SPDEF 62  SPEED 101

Set #621 - Victory Road Grass/Cave (rate=10)
RAYQUAZA Lv48            HP 119 ATK 90  DEF 88  SPATK 45  SPDEF 63  SPEED 113
LICKILICKY Lv48          HP 47  ATK 59  DEF 55  SPATK 165 SPDEF 150 SPEED 126
PSYDUCK Lv48             HP 124 ATK 11  DEF 102 SPATK 141 SPDEF 28  SPEED 25 
BIBAREL Lv48             HP 117 ATK 31  DEF 38  SPATK 89  SPDEF 140 SPEED 99 
TURTWIG Lv50             HP 85  ATK 93  DEF 10  SPATK 16  SPDEF 66  SPEED 123
SKITTY Lv50              HP 35  ATK 42  DEF 45  SPATK 31  SPDEF 32  SPEED 36 
WEAVILE Lv51             HP 174 ATK 142 DEF 36  SPATK 34  SPDEF 174 SPEED 30 
SHAYMIN Lv51             HP 52  ATK 105 DEF 76  SPATK 68  SPDEF 122 SPEED 103
EKANS Lv54               HP 67  ATK 44  DEF 85  SPATK 57  SPDEF 45  SPEED 53 
SPINDA Lv53              HP 35  ATK 20  DEF 255 SPATK 50  SPDEF 187 SPEED 255
LUGIA Lv54               HP 129 ATK 10  DEF 131 SPATK 133 SPDEF 33  SPEED 54 
ELECTIVIRE Lv53          HP 95  ATK 184 DEF 125 SPATK 25  SPDEF 150 SPEED 49 

Set #622 - Victory Road Hoenn/Sinnoh Radio (rate=1)
PERSIAN Lv1              HP 35  ATK 175 DEF 20  SPATK 132 SPDEF 255 SPEED 23 
ANORITH Lv1              HP 86  ATK 62  DEF 76  SPATK 55  SPDEF 48  SPEED 72 
ROTOM Lv1                HP 157 ATK 118 DEF 63  SPATK 16  SPDEF 28  SPEED 76 
BALTOY Lv1               HP 54  ATK 32  DEF 39  SPATK 40  SPDEF 10  SPEED 64 

Set #623 - Victory Road Swarms (rate=1)
MURKROW Lv1              HP 40  ATK 84  DEF 61  SPATK 50  SPDEF 99  SPEED 102

Set #624 - Route 1 Grass/Cave (rate=20)
ABSOL Lv3                HP 141 ATK 42  DEF 127 SPATK 88  SPDEF 123 SPEED 64 
TOGETIC Lv3              HP 101 ATK 20  DEF 43  SPATK 103 SPDEF 101 SPEED 15 
BLAZIKEN Lv3             HP 134 ATK 103 DEF 116 SPATK 92  SPDEF 147 SPEED 10 
PIDGEOT Lv3              HP 111 ATK 97  DEF 48  SPATK 69  SPDEF 37  SPEED 34 
NIDORAN♀ Lv5             HP 25  ATK 19  DEF 10  SPATK 12  SPDEF 108 SPEED 86 
METAGROSS Lv5            HP 79  ATK 124 DEF 53  SPATK 109 SPDEF 106 SPEED 87 
GABITE Lv5               HP 34  ATK 50  DEF 81  SPATK 63  SPDEF 62  SPEED 26 
ELEKID Lv5               HP 38  ATK 34  DEF 39  SPATK 53  SPDEF 10  SPEED 32 
SHUCKLE Lv9              HP 135 ATK 47  DEF 70  SPATK 53  SPDEF 135 SPEED 82 
RAYQUAZA Lv6             HP 119 ATK 90  DEF 88  SPATK 45  SPDEF 63  SPEED 113
PONYTA Lv9               HP 66  ATK 112 DEF 35  SPATK 46  SPDEF 66  SPEED 90 
TENTACOOL Lv6            HP 30  ATK 10  DEF 56  SPATK 72  SPDEF 10  SPEED 49 

Set #625 - Route 1 Hoenn/Sinnoh Radio (rate=1)
ZIGZAGOON Lv1            HP 48  ATK 37  DEF 24  SPATK 11  SPDEF 31  SPEED 48 
TENTACOOL Lv1            HP 30  ATK 10  DEF 56  SPATK 72  SPDEF 10  SPEED 49 
SLUGMA Lv1               HP 92  ATK 12  DEF 84  SPATK 36  SPDEF 64  SPEED 29 
DUGTRIO Lv1              HP 109 ATK 195 DEF 34  SPATK 162 SPDEF 183 SPEED 25 

Set #626 - Route 1 Swarms (rate=1)
